"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7891","WebClient app test","Google Chrome","Sun May 18 23:38:34 GMT+05:45 2025","failed","Sun May 18 23:38:42 GMT+05:45 2025","","client-app.spec.js","",""
